conjunto,versao,intervencao,id_maquina,timestamp,probabilidade_original,probabilidade_alterada
teste,v1,temperatura_-0.4,M19,2026-06-04 18:00:00,0.7260187333333331,0.3823953333333332
teste,v1,temperatura_-0.4,M17,2026-06-04 19:00:00,0.5196420500000001,0.4379750666666667
teste,v1,temperatura_-0.4,M17,2026-06-04 22:00:00,0.5325314166666667,0.38271173333333325
teste,v1,temperatura_-0.4,M17,2026-06-05 14:00:00,0.5297241500000001,0.46047078333333336
teste,v1,temperatura_-0.4,M10,2026-06-05 18:00:00,0.5483755166666666,0.4733175166666667
teste,v1,temperatura_-0.4,M17,2026-06-05 18:00:00,0.6029680666666669,0.44470226666666657
teste,v1,temperatura_-0.4,M21,2026-06-05 18:00:00,0.6418562833333332,0.41667916666666666
teste,v1,temperatura_-0.4,M10,2026-06-05 19:00:00,0.5885789,0.4927852166666667
teste,v1,temperatura_-0.4,M17,2026-06-05 19:00:00,0.5349004166666665,0.4681202666666666
teste,v1,temperatura_-0.4,M10,2026-06-05 20:00:00,0.5463981499999999,0.46504175
teste,v1,temperatura_-0.4,M17,2026-06-05 20:00:00,0.5121796333333333,0.4751851333333333
teste,v1,temperatura_-0.4,M17,2026-06-05 21:00:00,0.5432954,0.49969505
teste,v1,temperatura_-0.4,M17,2026-06-05 23:00:00,0.5144526166666666,0.45976731666666665
teste,v1,temperatura_-0.4,M21,2026-06-05 23:00:00,0.5163609333333335,0.43088955
teste,v1,temperatura_-0.4,M21,2026-06-06 00:00:00,0.6451305666666666,0.4312350833333333
teste,v1,temperatura_-0.4,M17,2026-06-06 03:00:00,0.6209043666666668,0.4399511166666666
teste,v1,temperatura_-0.4,M17,2026-06-06 04:00:00,0.6325901000000002,0.4454113833333332
teste,v1,temperatura_-0.4,M21,2026-06-06 04:00:00,0.6666348333333332,0.49885383333333333
teste,v1,temperatura_-0.4,M17,2026-06-06 05:00:00,0.5850222333333334,0.4528471499999999
teste,v1,temperatura_-0.4,M21,2026-06-06 06:00:00,0.6515334166666664,0.48054328333333335
teste,v1,temperatura_-0.4,M21,2026-06-06 07:00:00,0.5061671333333334,0.4030472833333333
teste,v1,temperatura_-0.4,M21,2026-06-06 08:00:00,0.5051969666666668,0.4117583166666667
teste,v1,temperatura_-0.4,M08,2026-06-06 10:00:00,0.5189610333333333,0.4833421333333334
teste,v1,temperatura_-0.4,M21,2026-06-06 10:00:00,0.6834552499999997,0.4738020333333333
teste,v1,temperatura_-0.4,M19,2026-06-06 11:00:00,0.7112820833333332,0.38383081666666663
teste,v1,temperatura_-0.4,M21,2026-06-06 11:00:00,0.5247641666666667,0.3662581000000001
teste,v1,temperatura_-0.4,M21,2026-06-06 12:00:00,0.7377129999999998,0.43755383333333336
teste,v1,temperatura_-0.4,M02,2026-06-06 13:00:00,0.6433358499999999,0.37182038333333345
teste,v1,temperatura_-0.4,M17,2026-06-06 13:00:00,0.5933779166666667,0.4934636499999999
teste,v1,temperatura_-0.4,M21,2026-06-06 13:00:00,0.738903,0.4180804666666667
teste,v1,temperatura_-0.4,M02,2026-06-06 14:00:00,0.59361385,0.33686323333333346
teste,v1,temperatura_-0.4,M17,2026-06-06 14:00:00,0.55798265,0.43146633333333323
teste,v1,temperatura_-0.4,M21,2026-06-06 14:00:00,0.7351839499999999,0.41523621666666666
teste,v1,temperatura_-0.4,M17,2026-06-06 15:00:00,0.6308962833333333,0.4712073833333332
teste,v1,temperatura_-0.4,M19,2026-06-06 15:00:00,0.7322918499999997,0.36381321666666655
teste,v1,temperatura_-0.4,M21,2026-06-06 15:00:00,0.5442878666666666,0.3734565833333333
teste,v1,temperatura_-0.4,M02,2026-06-06 16:00:00,0.5981474333333332,0.3476207833333333
teste,v1,temperatura_-0.4,M17,2026-06-06 16:00:00,0.604883366666667,0.38058444999999985
teste,v1,temperatura_-0.4,M21,2026-06-06 17:00:00,0.7363692333333332,0.44946378333333326
teste,v1,temperatura_-0.4,M17,2026-06-06 18:00:00,0.6128497000000003,0.49856929999999994
teste,v1,temperatura_-0.4,M21,2026-06-06 18:00:00,0.7609547666666664,0.46536346666666667
teste,v1,temperatura_-0.4,M19,2026-06-06 19:00:00,0.5216783333333332,0.47242458333333326
teste,v1,temperatura_-0.4,M21,2026-06-06 19:00:00,0.7699714166666664,0.4671541833333333
teste,v1,temperatura_-0.4,M19,2026-06-06 20:00:00,0.5124968166666665,0.42048703333333326
teste,v1,temperatura_-0.4,M21,2026-06-06 20:00:00,0.7798105833333331,0.45946631666666665
teste,v1,temperatura_-0.4,M06,2026-06-06 22:00:00,0.5336781666666667,0.42965411666666664
teste,v1,temperatura_-0.4,M02,2026-06-06 23:00:00,0.5164737500000001,0.3825227333333334
teste,v1,temperatura_-0.4,M02,2026-06-07 00:00:00,0.5243487833333336,0.37867498333333344
teste,v1,temperatura_-0.4,M02,2026-06-07 01:00:00,0.5118842666666669,0.36239151666666675
teste,v1,temperatura_-0.4,M02,2026-06-07 02:00:00,0.5199296000000001,0.3704368500000001
teste,v1,temperatura_-0.4,M02,2026-06-07 05:00:00,0.5321399333333335,0.37079833333333345
teste,v1,temperatura_-0.4,M05,2026-06-07 05:00:00,0.6284133333333332,0.4602498166666666
teste,v1,temperatura_-0.4,M15,2026-06-07 07:00:00,0.5472148499999998,0.4518425333333334
teste,v1,temperatura_-0.4,M02,2026-06-07 08:00:00,0.5051734500000002,0.3548352333333334
teste,v1,temperatura_-0.4,M05,2026-06-07 08:00:00,0.6347012166666667,0.4536368166666666
teste,v1,temperatura_-0.4,M15,2026-06-07 08:00:00,0.5567590833333331,0.4423125666666667
teste,v1,temperatura_-0.4,M02,2026-06-07 09:00:00,0.5955106000000001,0.38559943333333346
teste,v1,temperatura_-0.4,M02,2026-06-07 10:00:00,0.5798803,0.3809805000000001
teste,v1,temperatura_-0.4,M05,2026-06-07 12:00:00,0.6575583999999998,0.48291913333333325
teste,v1,temperatura_-0.4,M19,2026-06-07 13:00:00,0.5608818166666666,0.46965061666666663
teste,v1,temperatura_-0.4,M05,2026-06-07 14:00:00,0.680643333333333,0.47527178333333336
teste,v1,temperatura_-0.4,M19,2026-06-07 14:00:00,0.5928603999999996,0.4562216666666666
teste,v1,temperatura_-0.4,M13,2026-06-07 15:00:00,0.5487078166666668,0.46224265000000003
teste,v1,temperatura_-0.4,M02,2026-06-07 16:00:00,0.6050956666666667,0.4987906833333336
teste,v1,temperatura_-0.4,M19,2026-06-07 17:00:00,0.5165657666666666,0.49793268333333324
teste,v1,temperatura_-0.4,M02,2026-06-07 22:00:00,0.5880587999999999,0.3585740333333334
teste,v1,temperatura_-0.4,M17,2026-06-07 22:00:00,0.6246148666666668,0.4885543833333332
teste,v1,temperatura_-0.4,M02,2026-06-07 23:00:00,0.5585345500000002,0.4560181000000002
teste,v1,temperatura_-0.4,M17,2026-06-07 23:00:00,0.6112671500000001,0.46165486666666666
teste,v1,temperatura_+0.4,M24,2026-06-01 01:00:00,0.47409413333333333,0.5184196666666666
teste,v1,temperatura_+0.4,M01,2026-06-01 02:00:00,0.4736483333333331,0.6152365166666668
teste,v1,temperatura_+0.4,M06,2026-06-01 07:00:00,0.43878671666666663,0.5101684
teste,v1,temperatura_+0.4,M06,2026-06-01 08:00:00,0.48657943333333337,0.5500251666666666
teste,v1,temperatura_+0.4,M06,2026-06-01 09:00:00,0.47755339999999996,0.5373664166666665
teste,v1,temperatura_+0.4,M07,2026-06-01 09:00:00,0.4145857333333334,0.5235000500000001
teste,v1,temperatura_+0.4,M03,2026-06-01 12:00:00,0.45497558333333343,0.5376030666666668
teste,v1,temperatura_+0.4,M10,2026-06-01 12:00:00,0.43702135,0.5217754333333332
teste,v1,temperatura_+0.4,M18,2026-06-01 12:00:00,0.4719905666666666,0.5046466
teste,v1,temperatura_+0.4,M10,2026-06-01 13:00:00,0.4609030333333333,0.5494971166666666
teste,v1,temperatura_+0.4,M10,2026-06-01 14:00:00,0.4137740833333332,0.5334372999999998
teste,v1,temperatura_+0.4,M03,2026-06-01 16:00:00,0.4757326499999999,0.57736055
teste,v1,temperatura_+0.4,M23,2026-06-01 19:00:00,0.49048301666666666,0.5064047166666666
teste,v1,temperatura_+0.4,M08,2026-06-01 20:00:00,0.4357156833333333,0.51491955
teste,v1,temperatura_+0.4,M23,2026-06-01 20:00:00,0.4525725833333334,0.5037246166666667
teste,v1,temperatura_+0.4,M23,2026-06-01 21:00:00,0.4652435666666667,0.5031579666666667
teste,v1,temperatura_+0.4,M08,2026-06-02 00:00:00,0.42135753333333326,0.5147887833333333
teste,v1,temperatura_+0.4,M25,2026-06-02 01:00:00,0.44958519999999985,0.5331054666666666
teste,v1,temperatura_+0.4,M08,2026-06-02 03:00:00,0.4100295333333333,0.5176843
teste,v1,temperatura_+0.4,M10,2026-06-02 03:00:00,0.4470076333333334,0.5163617666666667
teste,v1,temperatura_+0.4,M08,2026-06-02 04:00:00,0.3900060999999999,0.5163460166666666
teste,v1,temperatura_+0.4,M08,2026-06-02 05:00:00,0.47110389999999996,0.5555876500000001
teste,v1,temperatura_+0.4,M10,2026-06-02 05:00:00,0.46422709999999995,0.5442476666666667
teste,v1,temperatura_+0.4,M08,2026-06-02 06:00:00,0.4145736666666666,0.5110807333333333
teste,v1,temperatura_+0.4,M10,2026-06-02 06:00:00,0.48313731666666665,0.5697923166666665
teste,v1,temperatura_+0.4,M10,2026-06-02 07:00:00,0.47367354999999994,0.5738103999999998
teste,v1,temperatura_+0.4,M10,2026-06-02 08:00:00,0.4498401333333332,0.5210032833333333
teste,v1,temperatura_+0.4,M08,2026-06-02 09:00:00,0.4610213166666667,0.5224024166666666
teste,v1,temperatura_+0.4,M23,2026-06-02 09:00:00,0.44707365,0.5035202333333333
teste,v1,temperatura_+0.4,M03,2026-06-02 14:00:00,0.4279737833333334,0.6493921333333331
teste,v1,temperatura_+0.4,M03,2026-06-02 15:00:00,0.4175056666666667,0.5855170833333331
teste,v1,temperatura_+0.4,M03,2026-06-02 16:00:00,0.4951326000000001,0.6323298499999999
teste,v1,temperatura_+0.4,M10,2026-06-02 16:00:00,0.4554945166666666,0.51206445
teste,v1,temperatura_+0.4,M08,2026-06-02 17:00:00,0.49282549999999986,0.5710829833333335
teste,v1,temperatura_+0.4,M23,2026-06-02 18:00:00,0.49584785,0.5666664666666669
teste,v1,temperatura_+0.4,M03,2026-06-02 19:00:00,0.40381485,0.6322266333333332
teste,v1,temperatura_+0.4,M10,2026-06-02 19:00:00,0.4644475,0.5532349166666666
teste,v1,temperatura_+0.4,M23,2026-06-02 19:00:00,0.49740395,0.5786398833333334
teste,v1,temperatura_+0.4,M25,2026-06-02 19:00:00,0.4967640333333333,0.6440328666666667
teste,v1,temperatura_+0.4,M10,2026-06-02 20:00:00,0.46746168333333327,0.5528761833333333
teste,v1,temperatura_+0.4,M10,2026-06-02 21:00:00,0.47539894999999993,0.5372216333333332
teste,v1,temperatura_+0.4,M03,2026-06-02 23:00:00,0.4313207333333333,0.6582284499999999
teste,v1,temperatura_+0.4,M10,2026-06-03 03:00:00,0.48398976666666665,0.5649045833333333
teste,v1,temperatura_+0.4,M10,2026-06-03 04:00:00,0.4466036166666666,0.5055584166666666
teste,v1,temperatura_+0.4,M10,2026-06-03 06:00:00,0.45105991666666667,0.5112328333333334
teste,v1,temperatura_+0.4,M10,2026-06-03 07:00:00,0.4789565666666666,0.5659889999999999
teste,v1,temperatura_+0.4,M10,2026-06-03 08:00:00,0.49137298333333324,0.5707198999999998
teste,v1,temperatura_+0.4,M23,2026-06-03 12:00:00,0.4987584833333333,0.5209281166666667
teste,v1,temperatura_+0.4,M19,2026-06-04 02:00:00,0.2824255166666667,0.5245740166666666
teste,v1,temperatura_+0.4,M17,2026-06-04 20:00:00,0.4565146,0.6056062166666669
teste,v1,temperatura_+0.4,M17,2026-06-04 21:00:00,0.43539015,0.601370816666667
teste,v1,temperatura_+0.4,M17,2026-06-04 23:00:00,0.39852458333333335,0.52992255
teste,v1,temperatura_+0.4,M17,2026-06-05 02:00:00,0.4113544499999999,0.5066404833333332
teste,v1,temperatura_+0.4,M17,2026-06-05 03:00:00,0.473817,0.5475197333333333
teste,v1,temperatura_+0.4,M17,2026-06-05 05:00:00,0.3866414,0.5041331
teste,v1,temperatura_+0.4,M12,2026-06-05 06:00:00,0.4560849166666666,0.5108923666666666
teste,v1,temperatura_+0.4,M19,2026-06-05 07:00:00,0.44046715000000003,0.6520346499999998
teste,v1,temperatura_+0.4,M17,2026-06-05 08:00:00,0.43987974999999996,0.5161409166666666
teste,v1,temperatura_+0.4,M19,2026-06-05 08:00:00,0.4751488833333334,0.686879883333333
teste,v1,temperatura_+0.4,M17,2026-06-05 11:00:00,0.49916085,0.5046825333333333
teste,v1,temperatura_+0.4,M21,2026-06-05 12:00:00,0.3184761,0.5724206499999999
teste,v1,temperatura_+0.4,M19,2026-06-05 14:00:00,0.4416263,0.6537798833333334
teste,v1,temperatura_+0.4,M05,2026-06-05 15:00:00,0.3859879333333333,0.5613519999999997
teste,v1,temperatura_+0.4,M21,2026-06-05 19:00:00,0.49274346666666674,0.5667340833333333
teste,v1,temperatura_+0.4,M21,2026-06-05 20:00:00,0.46789926666666676,0.5408478500000001
teste,v1,temperatura_+0.4,M21,2026-06-05 21:00:00,0.44618804999999995,0.5463521333333333
teste,v1,temperatura_+0.4,M21,2026-06-05 22:00:00,0.43332683333333333,0.5155060166666668
teste,v1,temperatura_+0.4,M19,2026-06-06 01:00:00,0.42750124999999994,0.6505929833333332
teste,v1,temperatura_+0.4,M21,2026-06-06 01:00:00,0.49192605,0.5778891166666665
teste,v1,temperatura_+0.4,M21,2026-06-06 02:00:00,0.45079934999999993,0.5403881
teste,v1,temperatura_+0.4,M21,2026-06-06 03:00:00,0.4968965833333334,0.5611702000000001
teste,v1,temperatura_+0.4,M21,2026-06-06 05:00:00,0.46992031666666667,0.5649454333333334
teste,v1,temperatura_+0.4,M21,2026-06-06 09:00:00,0.4959350166666668,0.5388774333333334
teste,v1,temperatura_+0.4,M02,2026-06-06 10:00:00,0.44808388333333327,0.6068994833333331
teste,v1,temperatura_+0.4,M02,2026-06-06 11:00:00,0.40617856666666674,0.6006749499999998
teste,v1,temperatura_+0.4,M02,2026-06-06 12:00:00,0.4416349333333335,0.5980333833333333
teste,v1,temperatura_+0.4,M21,2026-06-06 16:00:00,0.49563463333333335,0.5434176666666666
teste,v1,temperatura_+0.4,M02,2026-06-06 18:00:00,0.39182016666666664,0.5680653166666666
teste,v1,temperatura_+0.4,M19,2026-06-06 18:00:00,0.3982182333333333,0.5094338333333333
teste,v1,temperatura_+0.4,M02,2026-06-06 19:00:00,0.39476703333333324,0.54582895
teste,v1,temperatura_+0.4,M02,2026-06-06 20:00:00,0.4029721166666667,0.5430252666666668
teste,v1,temperatura_+0.4,M02,2026-06-06 21:00:00,0.47166539999999996,0.5981795833333333
teste,v1,temperatura_+0.4,M19,2026-06-06 21:00:00,0.4414592999999999,0.5357124999999997
teste,v1,temperatura_+0.4,M02,2026-06-06 22:00:00,0.36889966666666674,0.5951510166666666
teste,v1,temperatura_+0.4,M05,2026-06-06 23:00:00,0.4340742999999999,0.6596761333333332
teste,v1,temperatura_+0.4,M05,2026-06-07 00:00:00,0.4565129333333332,0.6717527499999998
teste,v1,temperatura_+0.4,M19,2026-06-07 02:00:00,0.44060563333333325,0.5363777333333332
teste,v1,temperatura_+0.4,M02,2026-06-07 03:00:00,0.3505507666666668,0.5302609500000002
teste,v1,temperatura_+0.4,M19,2026-06-07 03:00:00,0.4398755999999999,0.595131483333333
teste,v1,temperatura_+0.4,M19,2026-06-07 04:00:00,0.45715364999999986,0.5551539499999998
teste,v1,temperatura_+0.4,M13,2026-06-07 05:00:00,0.4203209333333334,0.5160829333333333
teste,v1,temperatura_+0.4,M02,2026-06-07 06:00:00,0.4536472500000001,0.60328295
teste,v1,temperatura_+0.4,M02,2026-06-07 07:00:00,0.4766398333333335,0.5658718333333336
teste,v1,temperatura_+0.4,M19,2026-06-07 08:00:00,0.43195469999999997,0.5423547166666666
teste,v1,temperatura_+0.4,M19,2026-06-07 10:00:00,0.4859536666666665,0.5255574499999999
teste,v1,temperatura_+0.4,M02,2026-06-07 11:00:00,0.35828685000000005,0.5207265666666668
teste,v1,temperatura_+0.4,M19,2026-06-07 11:00:00,0.4680611833333332,0.5778641166666663
teste,v1,temperatura_+0.4,M19,2026-06-07 12:00:00,0.46865069999999986,0.5743879999999998
teste,v1,temperatura_+0.4,M02,2026-06-07 14:00:00,0.39681561666666687,0.5333809500000002
teste,v1,temperatura_+0.4,M13,2026-06-07 14:00:00,0.4865935333333335,0.5054093166666668
teste,v1,temperatura_+0.4,M19,2026-06-07 16:00:00,0.49595999999999985,0.6364456499999999
teste,v1,temperatura_+0.4,M19,2026-06-07 20:00:00,0.47157386666666656,0.5138893833333332
teste,v1,temperatura_+0.4,M19,2026-06-07 22:00:00,0.49978479999999986,0.6050984833333332
teste,v1,temperatura_+0.4,M19,2026-06-07 23:00:00,0.4594551999999998,0.5651924999999999
teste,v2,temperatura_-0.4,M20,2026-06-01 02:00:00,0.5132461875000001,0.45290782499999993
teste,v2,temperatura_-0.4,M20,2026-06-01 03:00:00,0.556506075,0.49951215000000015
teste,v2,temperatura_-0.4,M11,2026-06-01 04:00:00,0.532042975,0.44290415000000005
teste,v2,temperatura_-0.4,M11,2026-06-01 05:00:00,0.5506914875000002,0.47831743750000016
teste,v2,temperatura_-0.4,M01,2026-06-01 06:00:00,0.5790960875,0.4774622625
teste,v2,temperatura_-0.4,M11,2026-06-01 07:00:00,0.5269900750000001,0.44823345000000014
teste,v2,temperatura_-0.4,M01,2026-06-01 08:00:00,0.5668786624999999,0.48619905
teste,v2,temperatura_-0.4,M12,2026-06-01 08:00:00,0.4744120249999999,0.5067297875
teste,v2,temperatura_-0.4,M20,2026-06-01 08:00:00,0.51585555,0.48328495000000016
teste,v2,temperatura_-0.4,M24,2026-06-01 08:00:00,0.541735375,0.4037736625000001
teste,v2,temperatura_-0.4,M01,2026-06-01 09:00:00,0.5596911624999998,0.4857914375
teste,v2,temperatura_-0.4,M12,2026-06-01 09:00:00,0.53066225,0.48543008750000005
teste,v2,temperatura_-0.4,M01,2026-06-01 10:00:00,0.6681954125,0.4026138250000001
teste,v2,temperatura_-0.4,M01,2026-06-01 11:00:00,0.7653727874999998,0.47516315000000003
teste,v2,temperatura_-0.4,M24,2026-06-01 11:00:00,0.6326852249999997,0.48303713749999994
teste,v2,temperatura_-0.4,M01,2026-06-01 12:00:00,0.6565013749999997,0.3794042875
teste,v2,temperatura_-0.4,M11,2026-06-01 13:00:00,0.5112336500000001,0.4147233875000002
teste,v2,temperatura_-0.4,M11,2026-06-01 14:00:00,0.5423881875000001,0.43253446250000005
teste,v2,temperatura_-0.4,M12,2026-06-01 14:00:00,0.5602468375,0.48768316250000004
teste,v2,temperatura_-0.4,M11,2026-06-01 15:00:00,0.5732904125000001,0.45693988750000003
teste,v2,temperatura_-0.4,M12,2026-06-01 15:00:00,0.5115267875,0.46836700000000003
teste,v2,temperatura_-0.4,M16,2026-06-01 15:00:00,0.48607109999999987,0.5547323374999997
teste,v2,temperatura_-0.4,M18,2026-06-01 15:00:00,0.511034,0.35952023750000006
teste,v2,temperatura_-0.4,M12,2026-06-01 16:00:00,0.50198115,0.4907631499999999
teste,v2,temperatura_-0.4,M16,2026-06-01 16:00:00,0.4879496499999999,0.563201725
teste,v2,temperatura_-0.4,M18,2026-06-01 16:00:00,0.5715763625,0.4122674
teste,v2,temperatura_-0.4,M11,2026-06-01 17:00:00,0.5686013375,0.4451636375
teste,v2,temperatura_-0.4,M18,2026-06-01 17:00:00,0.5405926624999997,0.39004156250000005
teste,v2,temperatura_-0.4,M20,2026-06-01 17:00:00,0.5002412125000001,0.47369057500000017
teste,v2,temperatura_-0.4,M16,2026-06-01 18:00:00,0.48946516249999983,0.5642101374999998
teste,v2,temperatura_-0.4,M18,2026-06-01 18:00:00,0.5791796250000001,0.4007342374999999
teste,v2,temperatura_-0.4,M20,2026-06-01 18:00:00,0.546498475,0.4956991500000001
teste,v2,temperatura_-0.4,M11,2026-06-01 19:00:00,0.5265014625,0.39109552500000005
teste,v2,temperatura_-0.4,M18,2026-06-01 19:00:00,0.6181163749999999,0.4114032874999999
teste,v2,temperatura_-0.4,M20,2026-06-01 19:00:00,0.54438095,0.48034363750000014
teste,v2,temperatura_-0.4,M11,2026-06-01 20:00:00,0.5251332000000001,0.4459987500000001
teste,v2,temperatura_-0.4,M18,2026-06-01 20:00:00,0.5462793749999998,0.39771390000000006
teste,v2,temperatura_-0.4,M12,2026-06-01 21:00:00,0.4883560875,0.51285135
teste,v2,temperatura_-0.4,M18,2026-06-01 21:00:00,0.5231154624999999,0.38139466250000004
teste,v2,temperatura_-0.4,M11,2026-06-01 22:00:00,0.5334214625,0.4331025250000001
teste,v2,temperatura_-0.4,M12,2026-06-01 22:00:00,0.5142944125000002,0.49730975000000005
teste,v2,temperatura_-0.4,M11,2026-06-01 23:00:00,0.5549337500000001,0.4793932249999999
teste,v2,temperatura_-0.4,M18,2026-06-01 23:00:00,0.5186403999999999,0.38236721250000005
teste,v2,temperatura_-0.4,M11,2026-06-02 00:00:00,0.5270506625000001,0.4839708625
teste,v2,temperatura_-0.4,M18,2026-06-02 00:00:00,0.531666675,0.37153561250000006
teste,v2,temperatura_-0.4,M18,2026-06-02 01:00:00,0.5061779,0.36232575000000006
teste,v2,temperatura_-0.4,M11,2026-06-02 02:00:00,0.5330159,0.47461487500000005
teste,v2,temperatura_-0.4,M12,2026-06-02 02:00:00,0.49092192500000015,0.5096810125000001
teste,v2,temperatura_-0.4,M16,2026-06-02 02:00:00,0.47540601249999986,0.5141146749999997
teste,v2,temperatura_-0.4,M18,2026-06-02 02:00:00,0.5429389499999999,0.4174162375
teste,v2,temperatura_-0.4,M11,2026-06-02 03:00:00,0.5172428125,0.4787161374999999
teste,v2,temperatura_-0.4,M12,2026-06-02 03:00:00,0.4915939000000001,0.5125081625000001
